merchant,category,amount,street,city,state,zip,latitude,longitude,city_population,job,unix_time,merchant_latitude,merchant_longitude,is_fraud,transaction_date,transaction_time
"fraud_Medhurst, Cartwright and Ebert",personal_care,61.07,152 James Centers Apt. 768,Detroit,MI,48221,42.426,-83.15,673342,Retail manager,1325596418,43.323709,-82.568814,0,1/3/2019,13:13:38
fraud_Champlin-Casper,home,39.95,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1325596491,47.90953,-123.034861,0,1/3/2019,13:14:51
fraud_Bogisich-Weimann,kids_pets,81.24,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",1325596494,36.781871,-83.369107,0,1/3/2019,13:14:54
fraud_Frami Group,entertainment,76.06,5155 Mary Common Apt. 927,Utica,PA,16362,41.4798,-79.9403,1102,Garment/textile technologist,1325596529,41.896736,-79.480657,0,1/3/2019,13:15:29
fraud_Medhurst Inc,home,69.68,6458 Roberson Alley,Williamsburg,MO,63388,38.8874,-91.7689,710,Glass blower/designer,1325596549,39.348822,-90.879083,0,1/3/2019,13:15:49
fraud_Schoen-Quigley,kids_pets,64.98,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1325596552,44.277182,-93.103509,0,1/3/2019,13:15:52
fraud_Volkman PLC,food_dining,25.39,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1325596554,39.063704,-89.443697,0,1/3/2019,13:15:54
fraud_Lynch-Wisozk,home,16.92,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1325596574,32.760953,-91.933558,0,1/3/2019,13:16:14
"fraud_Kutch, Steuber and Gerhold",food_dining,89.98,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1325596632,36.232257,-105.896423,0,1/3/2019,13:17:12
fraud_Cummerata-Hilpert,entertainment,31.29,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1325596707,42.774812,-124.69571,0,1/3/2019,13:18:27
fraud_Kub PLC,personal_care,153.53,172 Paula Inlet Apt. 650,Cross Plains,TX,76443,32.1482,-99.1872,1897,Chief Operating Officer,1325596754,32.316791,-98.666181,0,1/3/2019,13:19:14
fraud_Jakubowski Inc,home,100.51,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,1325596755,43.061335,-97.059755,0,1/3/2019,13:19:15
fraud_Bechtelar-Rippin,food_dining,63.04,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1325596782,44.328343,-90.590356,0,1/3/2019,13:19:42
"fraud_Cormier, Stracke and Thiel",entertainment,136.92,7644 Joseph Fields,Nokomis,IL,62075,39.3036,-89.2853,3458,Building surveyor,1325596787,39.895063,-90.277908,0,1/3/2019,13:19:47
fraud_Frami Group,entertainment,86.27,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1325596811,30.341949,-92.00699,0,1/3/2019,13:20:11
fraud_Hills-Boyer,personal_care,24.26,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,1325596825,40.310515,-74.036911,0,1/3/2019,13:20:25
fraud_Block-Parisian,misc_net,9.53,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1325596956,41.102897,-78.059863,0,1/3/2019,13:22:36
fraud_Crona and Sons,kids_pets,53.71,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,1325597058,40.780436,-80.634721,0,1/3/2019,13:24:18
"fraud_Hoppe, Harris and Bednar",entertainment,20.13,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1325597074,33.457155,-82.789752,0,1/3/2019,13:24:34
fraud_Kautzer and Sons,personal_care,5.28,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1325597113,43.963127,-75.577531,0,1/3/2019,13:25:13
"fraud_Okuneva, Schneider and Rau",shopping_pos,99.91,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1325597319,32.020718,-90.976747,0,1/3/2019,13:28:39
fraud_Torp-Lemke,misc_pos,133.52,23656 Harris Gardens Suite 698,El Paso,TX,79906,31.8092,-106.4247,749635,Market researcher,1325597332,32.301242,-107.048858,0,1/3/2019,13:28:52
fraud_Johns-Hoeger,entertainment,26.95,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",1325597337,35.432303,-105.638116,0,1/3/2019,13:28:57
fraud_Bahringer-Streich,food_dining,130.22,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1325597455,37.830131,-93.977754,0,1/3/2019,13:30:55
fraud_Pollich LLC,home,24.86,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1325597464,46.974251,-85.545489,0,1/3/2019,13:31:04
fraud_Bins-Tillman,entertainment,18.8,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1325597515,41.473381,-92.888653,0,1/3/2019,13:31:55
"fraud_Conroy, Balistreri and Gorczany",health_fitness,76.86,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,1325597615,44.832129,-117.609807,0,1/3/2019,13:33:35
"fraud_Streich, Dietrich and Barton",shopping_net,1.07,17547 Stephen Turnpike Apt. 846,Hawthorne,CA,90250,33.9143,-118.3493,93193,"Editor, magazine features",1325597667,33.085326,-118.421187,0,1/3/2019,13:34:27
fraud_Wisozk and Sons,misc_pos,28.69,210 Dean Causeway Suite 130,Alton,IA,51003,42.9782,-96.0173,1700,"Engineer, land",1325597740,41.994913,-96.559442,0,1/3/2019,13:35:40
fraud_Berge-Hills,kids_pets,83.08,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,1325597760,34.381108,-99.684879,0,1/3/2019,13:36:00
fraud_Jacobi and Sons,shopping_pos,41.13,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1325597819,41.064948,-73.146026,0,1/3/2019,13:36:59
fraud_Kuhn LLC,shopping_pos,152.6,3512 Knight Center,Lorenzo,TX,79343,33.6666,-101.5277,1571,Petroleum engineer,1325597842,34.598435,-101.321184,0,1/3/2019,13:37:22
fraud_Padberg-Sauer,home,79.08,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1325597988,40.898317,-91.840176,0,1/3/2019,13:39:48
fraud_Pacocha-Weissnat,kids_pets,4.22,78117 George Mountains,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",1325598036,19.415641,-156.099361,0,1/3/2019,13:40:36
fraud_Connelly PLC,food_dining,3.15,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1325598054,32.343826,-80.152261,0,1/3/2019,13:40:54
fraud_Schiller Ltd,personal_care,32.36,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1325598056,33.552022,-78.74121,0,1/3/2019,13:40:56
fraud_Carroll PLC,health_fitness,76.32,797 Jennifer Loop Suite 634,Minnesota Lake,MN,56068,43.8295,-93.8282,1087,Music tutor,1325598094,42.978944,-93.318809,0,1/3/2019,13:41:34
fraud_Leffler-Goldner,personal_care,5.89,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1325598145,40.381028,-79.578489,0,1/3/2019,13:42:25
"fraud_Labadie, Treutel and Bode",shopping_net,9.91,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1325598161,37.268766,-85.311388,0,1/3/2019,13:42:41
"fraud_Lowe, Dietrich and Erdman",kids_pets,45.41,433 John Heights Apt. 849,Etlan,VA,22719,38.5095,-78.2638,395,Senior tax professional/tax inspector,1325598405,38.944094,-78.660848,0,1/3/2019,13:46:45
"fraud_Hintz, Bauch and Smith",health_fitness,8.27,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1325598420,33.179275,-81.218071,0,1/3/2019,13:47:00
fraud_Marvin-Lind,personal_care,4.96,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1325598459,35.397492,-98.419492,0,1/3/2019,13:47:39
"fraud_Schroeder, Wolff and Hermiston",travel,6.95,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",1325598484,26.84647,-80.870769,0,1/3/2019,13:48:04
fraud_Jerde-Hermann,travel,602.65,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1325598490,39.401913,-85.442546,0,1/3/2019,13:48:10
fraud_Torphy-Goyette,shopping_pos,4.24,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1325598531,40.58118,-110.183785,0,1/3/2019,13:48:51
"fraud_Nienow, Barrows and Romaguera",personal_care,36.48,7421 Serrano Lane Apt. 580,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",1325598591,36.135203,-83.61054,0,1/3/2019,13:49:51
fraud_Boyer PLC,misc_pos,38.67,32941 Krystal Mill Apt. 552,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,1325598623,28.644766,-80.488422,0,1/3/2019,13:50:23
"fraud_Schneider, Hayes and Nikolaus",food_dining,102.83,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,1325598632,34.211581,-88.89909,0,1/3/2019,13:50:32
fraud_Leannon-Nikolaus,travel,7.07,58761 Brewer Rapids,Skytop,PA,18357,41.2336,-75.2389,104,Financial trader,1325598659,41.209952,-76.18492,0,1/3/2019,13:50:59
fraud_Spencer PLC,entertainment,84.26,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",1325598681,44.414015,-68.050148,0,1/3/2019,13:51:21
fraud_Zboncak LLC,food_dining,44.22,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1325598730,49.620745,-117.6169,0,1/3/2019,13:52:10
fraud_Erdman-Schaden,personal_care,16.14,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1325598758,47.976027,-118.458664,0,1/3/2019,13:52:38
fraud_Kling-Ernser,entertainment,8.4,144 Martinez Curve,Central,IN,47110,38.097,-86.1723,350,Counsellor,1325598835,37.438966,-85.452508,0,1/3/2019,13:53:55
fraud_Kilback Group,food_dining,2.48,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,1325598842,43.738885,-68.510014,0,1/3/2019,13:54:02
fraud_Berge-Hills,kids_pets,56.05,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,1325598844,44.509058,-94.738961,0,1/3/2019,13:54:04
fraud_Thiel PLC,misc_pos,1.14,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1325598965,36.827641,-86.958229,0,1/3/2019,13:56:05
fraud_McKenzie-Huels,food_dining,50.38,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1325598984,34.846794,-90.345159,0,1/3/2019,13:56:24
fraud_Stamm-Witting,shopping_net,6.87,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1325598995,43.477317,-109.467136,0,1/3/2019,13:56:35
"fraud_Walter, Hettinger and Kessler",personal_care,169.01,9588 Cox Rapid Apt. 257,Atglen,PA,19310,39.9458,-75.9703,3066,Product manager,1325599034,40.370306,-76.864131,0,1/3/2019,13:57:14
fraud_Friesen-Ortiz,personal_care,25.14,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1325599051,36.064255,-81.26336,0,1/3/2019,13:57:31
fraud_Denesik and Sons,shopping_pos,142.88,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,1325599129,39.494662,-90.396606,0,1/3/2019,13:58:49
"fraud_Durgan, Gislason and Spencer",home,111.4,2881 Frey Village,Cross,SC,29436,33.3364,-80.1859,4471,Occupational hygienist,1325599138,34.173389,-80.091423,0,1/3/2019,13:58:58
fraud_Bednar PLC,kids_pets,6.63,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",1325599261,36.158953,-83.154752,0,1/3/2019,14:01:01
fraud_Fisher-Schowalter,shopping_net,6.69,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",1325599302,32.530362,-96.42912,0,1/3/2019,14:01:42
fraud_Veum-Koelpin,travel,7.15,7402 West Ranch,Lowell,OR,97452,43.921,-122.7806,1420,Systems analyst,1325599341,43.478067,-122.65847,0,1/3/2019,14:02:21
"fraud_Roberts, Ryan and Smith",personal_care,65,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1325599474,40.23628,-80.737068,0,1/3/2019,14:04:34
fraud_Ankunding-Carroll,travel,4.56,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1325599558,40.784934,-73.526739,0,1/3/2019,14:05:58
"fraud_Reichert, Shanahan and Hayes",shopping_net,767.07,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1325599631,38.399457,-123.007562,0,1/3/2019,14:07:11
fraud_Kertzmann LLC,health_fitness,108.99,17667 Price Spur Apt. 366,Glen Rock,PA,17327,39.7813,-76.7477,7565,Insurance claims handler,1325599651,39.835884,-75.993813,0,1/3/2019,14:07:31
fraud_Kertzmann LLC,health_fitness,43.1,478 Donovan Corners Apt. 803,Schaumburg,IL,60193,42.0144,-88.0935,92294,Claims inspector/assessor,1325599736,42.67797,-88.447851,0,1/3/2019,14:08:56
"fraud_Quitzon, Green and Bashirian",shopping_pos,42.29,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1325599876,27.459709,-81.264607,0,1/3/2019,14:11:16
fraud_Ullrich Ltd,kids_pets,19.66,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,1325599877,28.292487,-96.267626,0,1/3/2019,14:11:17
fraud_Greenholt Ltd,health_fitness,7.67,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1325599939,41.15356,-110.078016,0,1/3/2019,14:12:19
"fraud_Schiller, Blanda and Johnson",home,102.6,815 Heather Divide Apt. 965,San Angelo,TX,76905,31.4647,-100.39,103927,Drilling engineer,1325600010,30.465069,-100.631668,0,1/3/2019,14:13:30
fraud_Erdman-Schaden,personal_care,59.26,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1325600099,34.349885,-80.776634,0,1/3/2019,14:14:59
fraud_Reichel Inc,entertainment,19.36,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",1325600246,27.627255,-80.765619,0,1/3/2019,14:17:26
fraud_Rempel Inc,shopping_net,30.09,825 Martinez Springs Apt. 625,White Sulphur Springs,WV,24986,37.7827,-80.3129,5216,Community development worker,1325600259,38.306367,-80.625898,0,1/3/2019,14:17:39
fraud_Larson-Moen,entertainment,145.76,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,1325600320,32.695636,-92.45726,0,1/3/2019,14:18:40
fraud_Stamm-Witting,shopping_net,1.73,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",1325600601,35.039447,-106.159369,0,1/3/2019,14:23:21
fraud_McKenzie-Huels,food_dining,30.13,36659 Smith Club Apt. 080,Llano,NM,87543,36.1486,-105.6648,247,Architectural technologist,1325600617,36.913853,-105.665152,0,1/3/2019,14:23:37
fraud_Bashirian Group,shopping_net,2,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1325600778,44.028727,-72.973947,0,1/3/2019,14:26:18
"fraud_Denesik, Powlowski and Pouros",home,125.9,3539 Mckenzie Stream,Fairview,NJ,7022,40.817,-74,13835,"Programmer, multimedia",1325600813,39.820398,-73.019111,0,1/3/2019,14:26:53
fraud_Dietrich-Fadel,health_fitness,21,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",1325600839,29.570041,-96.576175,0,1/3/2019,14:27:19
fraud_Abshire PLC,entertainment,67.08,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1325600840,40.135927,-79.110034,0,1/3/2019,14:27:20
fraud_Beier-Hyatt,shopping_pos,7.98,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1325600863,39.105775,-85.792452,0,1/3/2019,14:27:43
fraud_Treutel-King,travel,487.51,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1325600936,32.422936,-91.971214,0,1/3/2019,14:28:56
"fraud_Ledner, Hartmann and Feest",health_fitness,14.27,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1325600998,40.585628,-82.166432,0,1/3/2019,14:29:58
fraud_Hammes-Beatty,kids_pets,17.86,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,1325601029,26.847734,-82.394675,0,1/3/2019,14:30:29
fraud_Kilback and Sons,entertainment,74.63,976 Hubbard Lodge,Randolph,MN,55065,44.5274,-93.0196,1201,Barrister,1325601053,44.160859,-92.937029,0,1/3/2019,14:30:53
fraud_Herzog Ltd,misc_pos,8.02,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",1325601057,43.560665,-89.015805,0,1/3/2019,14:30:57
"fraud_Koss, Hansen and Lueilwitz",home,5.78,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1325601094,33.742499,-99.556606,0,1/3/2019,14:31:34
fraud_Friesen Ltd,health_fitness,73.19,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,1325601206,42.753461,-78.42598,0,1/3/2019,14:33:26
fraud_Bauch-Blanda,entertainment,94.63,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1325601405,39.283428,-78.97487,0,1/3/2019,14:36:45
fraud_Berge-Ullrich,home,32.37,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,1325601415,44.105469,-93.42346,0,1/3/2019,14:36:55
fraud_Auer-West,shopping_net,1.46,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1325601438,42.069343,-96.337617,0,1/3/2019,14:37:18
fraud_Thiel Ltd,travel,9.94,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1325601496,33.168487,-95.882827,0,1/3/2019,14:38:16
fraud_Cartwright PLC,kids_pets,58.87,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,1325601510,40.732812,-79.832854,0,1/3/2019,14:38:30
fraud_Kuhic LLC,shopping_net,3.24,1911 Fisher Brook,Kirtland Afb,NM,87117,35.0203,-106.5503,310,"Surveyor, land/geomatics",1325601544,35.083415,-106.017465,0,1/3/2019,14:39:04
fraud_Fadel Inc,health_fitness,143.97,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1325601574,40.614922,-75.044585,0,1/3/2019,14:39:34
"fraud_McDermott, Osinski and Morar",home,34.37,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1325601602,35.240234,-86.599334,0,1/3/2019,14:40:02
fraud_Will Ltd,food_dining,28.31,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,1325601635,33.208263,-93.597366,0,1/3/2019,14:40:35
fraud_Berge-Hills,kids_pets,95.83,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1325601683,40.766031,-74.779448,0,1/3/2019,14:41:23
"fraud_Schroeder, Wolff and Hermiston",travel,1.39,8851 Reese Neck,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",1325601717,38.717144,-78.209354,0,1/3/2019,14:41:57
"fraud_Medhurst, Cartwright and Ebert",personal_care,4.77,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1325601760,45.229802,-85.121645,0,1/3/2019,14:42:40
fraud_Dooley Inc,shopping_pos,3.38,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",1325601783,42.057013,-87.98191,0,1/3/2019,14:43:03
fraud_Osinski Inc,personal_care,40.55,13108 Jennifer Passage,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,1325601798,39.01589,-99.663327,0,1/3/2019,14:43:18
fraud_Schaefer Ltd,kids_pets,45.01,825 Martinez Springs Apt. 625,White Sulphur Springs,WV,24986,37.7827,-80.3129,5216,Community development worker,1325601810,38.435527,-81.126581,0,1/3/2019,14:43:30
"fraud_Metz, Russel and Metz",kids_pets,24.7,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,1325601855,34.084165,-96.906876,0,1/3/2019,14:44:15
fraud_Champlin and Sons,home,108.37,7233 John Parks,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,1325601857,36.268156,-90.58622,0,1/3/2019,14:44:17
"fraud_Durgan, Gislason and Spencer",home,59.97,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1325601861,39.26628,-81.361614,0,1/3/2019,14:44:21
"fraud_Hagenes, Kohler and Hoppe",food_dining,1.59,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1325601862,33.09218,-81.103687,0,1/3/2019,14:44:22
fraud_Morissette PLC,shopping_pos,6.46,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1325601891,48.874692,-118.461092,0,1/3/2019,14:44:51
fraud_Klein Group,entertainment,16.19,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,1325601915,34.89566,-99.976157,0,1/3/2019,14:45:15
fraud_Lubowitz-Walter,kids_pets,17.28,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1325601925,33.998222,-118.151407,0,1/3/2019,14:45:25
fraud_Hilpert-Conroy,kids_pets,12.59,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1325602010,39.528149,-74.152902,0,1/3/2019,14:46:50
"fraud_Eichmann, Hayes and Treutel",travel,1.9,537 Walker Freeway,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,1325602084,43.086385,-79.052959,0,1/3/2019,14:48:04
fraud_Graham and Sons,health_fitness,50.99,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1325602098,35.532041,-98.770006,0,1/3/2019,14:48:18
fraud_Lemke and Sons,travel,447.52,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1325602127,41.734914,-91.455863,0,1/3/2019,14:48:47
"fraud_Witting, Beer and Ernser",home,20.2,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1325602210,34.232701,-78.823475,0,1/3/2019,14:50:10
"fraud_Walter, Hettinger and Kessler",personal_care,7.97,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",1325602310,34.214095,-87.570637,0,1/3/2019,14:51:50
"fraud_Windler, Goodwin and Kovacek",home,13.24,252 Melissa Rapids Suite 944,Monetta,SC,29105,33.8084,-81.5956,1514,Chief Strategy Officer,1325602447,33.002881,-80.692806,0,1/3/2019,14:54:07
"fraud_Windler, Goodwin and Kovacek",home,30.52,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,1325602460,47.15607,-119.329031,0,1/3/2019,14:54:20
"fraud_Cole, Hills and Jewess",home,40.6,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,1325602662,40.080493,-82.5232,0,1/3/2019,14:57:42
fraud_Hickle Group,shopping_pos,7.97,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1325602771,42.68132,-83.531219,0,1/3/2019,14:59:31
"fraud_Turner, Ruecker and Parisian",misc_pos,6.8,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",1325602790,40.80996,-99.280008,0,1/3/2019,14:59:50
fraud_Reichel LLC,personal_care,134.95,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",1325602835,30.37152,-94.701125,0,1/3/2019,15:00:35
fraud_Bogisich-Weimann,kids_pets,17.07,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1325602853,39.720514,-76.128842,0,1/3/2019,15:00:53
"fraud_Wuckert, Wintheiser and Friesen",home,12.02,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,1325602857,39.445484,-94.97239,0,1/3/2019,15:00:57
fraud_Hoppe-Parisian,kids_pets,157.59,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1325602860,28.477658,-97.862283,0,1/3/2019,15:01:00
fraud_Brown Inc,kids_pets,101.96,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,1325602902,34.661558,-81.813225,0,1/3/2019,15:01:42
"fraud_Daugherty, Pouros and Beahan",shopping_pos,77.11,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1325602931,33.853282,-85.998174,0,1/3/2019,15:02:11
"fraud_Bahringer, Osinski and Block",food_dining,35.74,24607 Charles Mountains,Fenelton,PA,16034,40.8555,-79.7372,2054,Operations geologist,1325602960,41.086906,-79.568802,0,1/3/2019,15:02:40
"fraud_Metz, Russel and Metz",kids_pets,5.4,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1325603013,40.987816,-73.376724,0,1/3/2019,15:03:33
fraud_Brown-Greenholt,entertainment,94.75,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,1325603039,44.885356,-68.82379,0,1/3/2019,15:03:59
"fraud_Crist, Jakubowski and Littel",home,271.76,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.239,23045,Tourist information centre manager,1325603149,44.643682,-71.032106,0,1/3/2019,15:05:49
fraud_Bode-Schuster,kids_pets,49.44,72743 Brian Run,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,1325603188,32.864487,-111.364427,0,1/3/2019,15:06:28
